id,paper,q,marks,section,type_auto,topics_auto,cmd,has_figure,needs,text_preview,correction
9990-2025w-13-q8b,P1,q8b,,A,,study.fagen;debate.use_of_children,explain,,p1_type_empty;marks_missing,Explain one reason for one piece of advice you outlined in p,
9990-2025w-13-q8a,P1,q8a,2,A,,study.fagen;debate.use_of_children,,,p1_type_empty,.  .........................................................,
9990-2025w-13-q9a,P1,q9a,4,B,,study.baron_cohen,,,p1_type_empty,From the study by Baron-Cohen et al. (eyes test):   Describe,
9990-2025w-13-q9b,P1,q9b,8,B,,study.andrade,explain,,p1_type_empty,Explain two similarities between the study by Baron-Cohen et,
9990-2025w-13-q10,P1,q10,10,B,evaluation,approach.biological,,,topic_lowconf,10 Evaluate the study by Hölzel et al. (mindfulness and brai,
9990-2025w-21-q1a,P2,q1a,1,A,,method.observation,explain,,topic_lowconf,Explain whether this observation is structured or unstructur,
9990-2025w-21-q1b_i,P2,q1b_i,2,A,,method.observation,suggest,,topic_lowconf,Suggest two behavioural categories that the researcher could,
9990-2025w-21-q1b_ii,P2,q1b_ii,,A,,method.observation,,,marks_missing;topic_lowconf,For one of the behavioural categories you suggested in part,
9990-2025w-21-q1b_i,P2,q1b_i,2,A,,method.observation,,,topic_lowconf,:    Suggest one methodological problem with using this cate,
9990-2025w-21-q2a,P2,q2a,2,A,,concept.data_analysis,define,,topic_lowconf,"State what was meant by the time frames 1, 2 and 3. Time fra",
9990-2025w-21-q2b,P2,q2b,1,A,,,outline,,topic_empty,Outline the change in severity rating from time frame 1 to t,
9990-2025w-21-q3a,P2,q3a,2,A,,concept.sampling,outline,,topic_lowconf,Outline two other inclusion criteria. 1  ...................,
9990-2025w-21-q3b,P2,q3b,,A,,concept.sampling,,,marks_missing;topic_lowconf,For each of the inclusion criteria outlined in part,
9990-2025w-21-q3a,P2,q3a,2,A,,method.experiment;concept.controls;concept.sampling,,,topic_lowconf,:   Suggest why each inclusion criterion was important in th,
9990-2025w-21-q4a,P2,q4a,2,A,,concept.evaluating,explain,,topic_lowconf,Explain one strength of using an independent measures design,
9990-2025w-21-q4b,P2,q4b,2,A,,concept.evaluating,explain,,topic_lowconf,Explain one weakness of using an independent measures design,
9990-2025w-21-q5,P2,q5,2,A,,method.correlation;concept.data_analysis,,Y,topic_lowconf;figure,5 Sketch a graph on the axes in Fig. 5.1 to show a negative ,
9990-2025w-21-q6,P2,q6,6,A,,,,,topic_empty,"6 Describe measures of central tendency, using any example(s",
9990-2025w-21-q7a,P2,q7a,1,A,,method.self_report,suggest,,topic_lowconf,Suggest why Dennis may prefer Professor March to use a quest,
9990-2025w-21-q7b,P2,q7b,2,A,,method.self_report,suggest,,topic_lowconf,Suggest two examples of questions that Professor March could,
9990-2025w-21-q7c,P2,q7c,3,A,,method.self_report,suggest,,topic_lowconf,Suggest one problem that Professor March could have when usi,
9990-2025w-21-q8a,P2,q8a,2,A,,method.observation;concept.evaluating,suggest,,topic_lowconf,Suggest one strength of using participant observation in thi,
9990-2025w-21-q8b,P2,q8b,2,A,,method.observation,suggest,,topic_lowconf,Suggest one advantage of Dr East using a non-participant obs,
9990-2025w-21-q8c,P2,q8c,2,A,,concept.ethics,explain,,topic_lowconf,Explain one ethical problem caused by the children believing,
9990-2025w-21-q9a,P2,q9a,1,A,,method.experiment,explain,,topic_lowconf,Explain whether the experimental design of Dr Okami’ s study,
9990-2025w-21-q9b,P2,q9b,2,A,,method.experiment;concept.variables;concept.data_analysis,,,topic_lowconf,The independent variable is ‘with noise or without noise’ an,
9990-2025w-21-q9c,P2,q9c,,A,,method.experiment;concept.ethics,,,marks_missing;topic_lowconf,Dr Okami needs to follow ethical guidelines in relation to a,
9990-2025w-21-q9c_i,P2,q9c_i,1,A,,method.experiment;concept.ethics,,,topic_lowconf,Dr Okami will use reinforcement to help the animals learn to,
9990-2025w-21-q9c_ii,P2,q9c_ii,4,A,,method.experiment,,,topic_lowconf,Dr Okami needs to follow the guideline of ‘species’.    Expl,
9990-2025w-21-q9c_iii,P2,q9c_iii,2,A,,method.experiment,,,topic_lowconf,Dr Okami needs to follow the guideline of ‘minimising harm’.,
9990-2025w-21-q10a,P2,q10a,10,B,,method.self_report;concept.sampling;concept.ethics,describe,,topic_lowconf,Describe how Dr Aster could conduct a study using an intervi,
9990-2025w-21-q10b,P2,q10b,,B,,method.self_report,,,marks_missing;topic_lowconf,For one part of the procedure you described in part,
9990-2025w-21-q10a,P2,q10a,,B,,method.self_report,,,marks_missing;topic_lowconf,:,
9990-2025w-21-q10a_i,P2,q10a_i,2,B,,method.self_report;concept.sampling;concept.ethics;concept.evaluating,describe,,topic_lowconf,Describe one practical/methodological strength of this part ,
9990-2025w-21-q10a_ii,P2,q10a_ii,2,B,,method.self_report;concept.sampling;concept.ethics;concept.evaluating,describe,,topic_lowconf,Describe one practical/methodological weakness of this part ,
9990-2025w-22-q1a,P2,q1a,1,A,,concept.data_analysis,outline,,topic_lowconf,Outline what is meant by the term ‘fatigue effect’.  .......,
9990-2025w-22-q1b,P2,q1b,1,A,,,suggest,,topic_empty,Suggest one fatigue effect that could have occurred in the s,
9990-2025w-22-q2a,P2,q2a,1,A,,concept.types_of_data,outline,,topic_lowconf,Outline what is meant by ‘qualitative data’.  ..............,
9990-2025w-22-q2b,P2,q2b,2,A,,concept.types_of_data,describe,,topic_lowconf,Describe the qualitative data that was collected from one of,
9990-2025w-22-q3,P2,q3,2,A,,method.observation;concept.evaluating,,,topic_lowconf,3 In the study by Fagen et al. (elephant learning) behaviour,
9990-2025w-22-q4a,P2,q4a,2,A,,concept.sampling,,,topic_lowconf,There was a sample of children and a sample of adults. In bo,
9990-2025w-22-q4b,P2,q4b,,A,,concept.data_analysis,,,marks_missing;topic_lowconf,The standard deviation for the age of the adults was larger ,
9990-2025w-22-q4b_i,P2,q4b_i,2,A,,concept.data_analysis,describe,,topic_lowconf,Describe what is meant by a ‘standard deviation’.  .........,
9990-2025w-22-q4b_ii,P2,q4b_ii,2,A,,concept.data_analysis,explain,,topic_lowconf,Explain one reason why the standard deviation for the age of,
9990-2025w-22-q5,P2,q5,6,A,,method.self_report,,,topic_lowconf,5 Describe semi-structured interviews and unstructured inter,
9990-2025w-22-q6a,P2,q6a,,A,,method.case_study;concept.ethics,,,marks_missing;topic_lowconf,Dr Raj is considering the ethics of his study.,
9990-2025w-22-q6a_i,P2,q6a_i,2,A,,method.case_study;concept.ethics,explain,,topic_lowconf,Explain one ethical reason why Dr Raj refers to his particip,
9990-2025w-22-q6a_ii,P2,q6a_ii,2,A,,method.case_study;concept.ethics,,,topic_lowconf,"Mr J can recall most of his life events, including negative ",
9990-2025w-22-q6b,P2,q6b,2,A,,method.case_study;concept.data_analysis,,,topic_lowconf,Dr Raj wants to triangulate his data.   Explain what is mean,
9990-2025w-22-q6c,P2,q6c,4,A,,method.case_study;concept.evaluating,explain,,topic_lowconf,Explain two weaknesses of case studies.  ...................,
9990-2025w-22-q7a,P2,q7a,1,A,,method.correlation,suggest,,topic_lowconf,Suggest one way that Lorna could measure a child’s vocabular,
9990-2025w-22-q7b,P2,q7b,,A,,method.correlation;concept.ethics,,,marks_missing;topic_lowconf,Lorna must ask the children and their parents/guardians for ,
9990-2025w-22-q7b_i,P2,q7b_i,2,A,,method.correlation;concept.ethics,explain,,topic_lowconf,Explain why it is important to ask both the children and the,
9990-2025w-22-q7b_ii,P2,q7b_ii,2,A,,method.correlation;concept.ethics;concept.data_analysis,suggest,Y,topic_lowconf;figure,Suggest one suitable way that Lorna could ask for consent fr,
9990-2025w-22-q7c,P2,q7c,2,A,,method.correlation,,,topic_lowconf,Lorna finds a positive correlation. She concludes that vocab,
9990-2025w-22-q8a,P2,q8a,2,A,,method.self_report;concept.types_of_data,,,topic_lowconf,Dr Chand wants to collect quantitative data about how much a,
9990-2025w-22-q8b,P2,q8b,,A,,,,,topic_empty;marks_missing,For one of the ways of collecting data you suggested in part,
9990-2025w-22-q8a,P2,q8a,,A,,,,,topic_empty;marks_missing,:,
9990-2025w-22-q8a_i,P2,q8a_i,2,A,,concept.validity,explain,,topic_lowconf,Explain one way this method of collecting data is valid.  ..,
9990-2025w-22-q8a_ii,P2,q8a_ii,2,A,,concept.validity,explain,,topic_lowconf,Explain one way this method of collecting data is not valid.,
9990-2025w-22-q8c,P2,q8c,4,A,,concept.data_analysis,,Y,topic_lowconf;figure,"When Dr Chand conducts his study, he gives each adult a scor",
9990-2025w-22-q9a,P2,q9a,10,B,,method.experiment;concept.sampling;concept.ethics,describe,,topic_lowconf,Describe how Dr Gul could conduct a field experiment to inve,
9990-2025w-22-q9b,P2,q9b,,B,,method.experiment;concept.evaluating,explain,,marks_missing;topic_lowconf,Explain two strengths of the study you described in part,
9990-2025w-22-q9a,P2,q9a,4,B,,method.experiment;concept.sampling;concept.ethics,,,topic_lowconf,.   Do not refer to sampling or ethics in your answer .  ...,
9990-2025w-23-q1a,P2,q1a,1,A,,concept.data_analysis,define,,topic_lowconf,Define what is meant by ‘counterbalancing’.  ...............,
9990-2025w-23-q1b,P2,q1b,1,A,,method.experiment,outline,,topic_lowconf,Outline one reason why counterbalancing is important in expe,
9990-2025w-23-q2,P2,q2,1,A,,concept.aims_hypotheses,,,topic_lowconf,"2 State whether the hypothesis, ‘attention will be better wh",
9990-2025w-23-q3a,P2,q3a,2,A,,,explain,,topic_empty,Explain why there was no fixed length of time for the elepha,
9990-2025w-23-q3b,P2,q3b,2,A,,,,,topic_empty,Some behavioural tasks were more dif ficult than others for ,
9990-2025w-23-q4a,P2,q4a,2,A,,method.self_report;concept.evaluating,explain,,topic_lowconf,Explain one strength of measuring the change in mindfulness ,
9990-2025w-23-q4b,P2,q4b,2,A,,method.self_report;concept.evaluating,explain,,topic_lowconf,Explain one weakness of measuring the change in mindfulness ,
9990-2025w-23-q5a,P2,q5a,3,A,,,describe,,topic_empty,Describe three ways that the two types of victim differed.  ,
9990-2025w-23-q5b,P2,q5b,3,A,,,explain,,topic_empty,Explain why it was important that there were also similariti,
9990-2025w-23-q6,P2,q6,6,A,,,,,topic_empty,"6 Describe open questions and closed questions, using any ex",
9990-2025w-23-q7a_i,P2,q7a_i,2,A,,,,,topic_empty,Pedro wants to add more objects and is considering plush (so,
9990-2025w-23-q7a_ii,P2,q7a_ii,,A,,,suggest,,topic_empty;marks_missing,Suggest one reason why one of the objects named in part,
9990-2025w-23-q7a_i,P2,q7a_i,2,A,,,,,topic_empty,may not interest the  children.  ...........................,
9990-2025w-23-q7b,P2,q7b,2,A,,concept.ethics,suggest,,topic_lowconf,Suggest how Pedro could tell the children that they have the,
9990-2025w-23-q7c,P2,q7c,3,A,,concept.data_analysis,,Y,topic_lowconf;figure,"Pedro tests two children using a choice of picture books, to",
9990-2025w-23-q8a,P2,q8a,2,A,,concept.variables,outline,,topic_lowconf,Outline the dependent variable in Dr Bakar’s study.  .......,
9990-2025w-23-q8b,P2,q8b,,A,,concept.validity,,,marks_missing;topic_lowconf,Dr Bakar is concerned about possible differences between ind,
9990-2025w-23-q8b_i,P2,q8b_i,4,A,,concept.validity,suggest,,topic_lowconf,Suggest why two possible dif ferences between individuals in,
9990-2025w-23-q8b_ii,P2,q8b_ii,,A,,,,,topic_empty;marks_missing,For one of the differences you suggested in part,
9990-2025w-23-q8b_i,P2,q8b_i,2,A,,concept.validity,,,topic_lowconf,:    Suggest how Dr Bakar could change her study to improve ,
9990-2025w-23-q8c,P2,q8c,,A,,concept.controls,,,marks_missing;topic_lowconf,Dr Bakar includes a control group in her study.,
9990-2025w-23-q8c_i,P2,q8c_i,1,A,,concept.controls,suggest,Y,topic_lowconf;figure,Suggest a suitable control group for Dr Bakar’s study.  ....,
9990-2025w-23-q8c_ii,P2,q8c_ii,,A,,concept.controls,explain,,marks_missing;topic_lowconf,Explain why the control group you suggested in part,
9990-2025w-23-q8c_i,P2,q8c_i,1,A,,concept.data_analysis,,Y,topic_lowconf;figure,is suitable.  ..............................................,
9990-2025w-23-q9a,P2,q9a,,A,,concept.data_analysis,,Y,marks_missing;topic_lowconf;figure,A graph of Daniel’s results is shown in Fig. 9.1. positive n,
9990-2025w-23-q9a_i,P2,q9a_i,1,A,,concept.data_analysis,define,Y,topic_lowconf;figure,Name the type of graph in Fig. 9.1.  .......................,
9990-2025w-23-q9a_ii,P2,q9a_ii,1,A,,,suggest,,topic_empty,Suggest one conclusion from Daniel’s results.  .............,
9990-2025w-23-q9b,P2,q9b,2,A,,concept.validity,suggest,,topic_lowconf,Suggest one problem with validity that Daniel may have becau,
9990-2025w-23-q10a,P2,q10a,10,B,,method.case_study;concept.ethics,describe,,topic_lowconf,Describe how a researcher could conduct a case study to inve,
9990-2025w-23-q10b,P2,q10b,,B,,,explain,,topic_empty;marks_missing,Explain how two features of the procedure you described in p,
9990-2025w-23-q10a,P2,q10a,4,B,,concept.ethics,,,topic_lowconf,help to make the study  valid.   Do not refer to ethics in y,
